image_id,LBP_0,LBP_1,LBP_2,LBP_3,LBP_4,LBP_5,LBP_6,LBP_7,LBP_8,LBP_9,HOG_0,HOG_1,HOG_2,HOG_3,HOG_4,HOG_5,HOG_6,HOG_7,HOG_8,HOG_9,DWT_0,DWT_1,DWT_2,DWT_3,label
1.jpg,0.0979275173611111,0.10091145833333333,0.09121365017361109,0.12661404079861113,0.14268663194444445,0.11766221788194439,0.08097330729166671,0.09148491753472218,0.0932481553819445,0.16838921440972215,0.2748460029972487,0.2748460029972487,0.2605011464068566,0.25199030848611725,0.2748460029972487,0.08711355174987129,0.0630812311566743,0.15738395965919036,0.2748460029972487,0.13303593893206536,1.489379824510538,0.028056441397780837,-0.00042332168548406377,0.0002510335164368794,benign
10.jpg,0.08443196614583333,0.09053548177083333,0.09982638888888887,0.14295789930555558,0.16106499565972224,0.12858072916666663,0.08694118923611116,0.08395724826388885,0.08178710937500004,0.15102810329861105,0.12180742053402223,0.10174894285479136,0.12306608928376424,0.1674177508784156,0.22009214201832608,0.1844900275305694,0.22009214201832608,0.20759640649310823,0.1600510937989006,0.20512180529637417,1.4182365436303113,0.07451319334882384,0.000667195783121976,0.00023802886878077501,benign
1003.jpg,0.08368598090277778,0.08673773871527778,0.09189181857638888,0.13943142361111113,0.17822265625000003,0.1359049479166666,0.08856879340277783,0.08680555555555552,0.07527669270833338,0.14458550347222215,0.13875666764639075,0.13137768132056715,0.09998501816810179,0.10492335073033907,0.12287311126218767,0.12328194440238129,0.16744095203394296,0.18206314656944092,0.18521412119748562,0.2898557477182911,0.9909103333304505,0.0940980985218574,-0.0005960825968073403,0.00013787238251586394,benign
1006.jpg,0.11149088541666666,0.10538736979166666,0.09365505642361109,0.10342068142361112,0.11338975694444446,0.10443793402777773,0.08619520399305561,0.0987413194444444,0.10437011718750006,0.19002278645833326,0.16839725302964964,0.09826004448380085,0.07514206604591236,0.05139307210352288,0.09249451316547443,0.06627348015469889,0.0660217093943443,0.06454916549386185,0.11058792167094762,0.2361327967927924,1.3623098368286353,0.01046755732323391,0.00025309986184303396,0.00022090719839239342,benign
1013.jpg,0.08517795138888888,0.09080674913194445,0.08741590711805554,0.1349555121527778,0.17957899305555558,0.1407877604166666,0.08714463975694449,0.0856526692708333,0.07554796006944449,0.14404296874999994,0.22174912429563004,0.16326956140266655,0.12386738513036148,0.14585085242430607,0.10627534742631821,0.07212696130901687,0.08270329354236607,0.11126958235242997,0.19294939094612326,0.22174912429563004,1.3077306750100188,0.029696293400566797,0.0006265881875340372,6.054597250689969e-05,benign
1018.jpg,0.1119656032986111,0.11372884114583333,0.08212619357638888,0.10904947916666667,0.11915418836805557,0.09819878472222218,0.07269965277777782,0.11067708333333329,0.10158962673611117,0.19192165798611102,0.10940420342994714,0.10070882927419163,0.10228294885964385,0.08116017590782376,0.10944837517171088,0.07027738044288098,0.10041939256164549,0.08934073116260147,0.13520995813812178,0.299050448371652,1.2607247555360956,0.012156186923809261,-0.0003373795442834609,8.614700905400081e-05,benign
1019.jpg,0.08646647135416667,0.09351942274305555,0.10199652777777776,0.1343451605902778,0.1575385199652778,0.1253255208333333,0.08965386284722228,0.08361816406249997,0.08429633246527783,0.15435112847222215,0.22013714529749454,0.1388417911663851,0.14683569414441763,0.07672446144655418,0.13954036705412834,0.10200536865866268,0.14046183205512855,0.1370615937704821,0.18086765795344373,0.22013714529749454,1.2135095549856518,0.024555130675414642,0.000747259353991707,0.0002604267498368453,benign
1023.jpg,0.09955512152777778,0.10091145833333333,0.09114583333333331,0.11650933159722224,0.14689127604166669,0.11372884114583329,0.08226182725694449,0.0969102647569444,0.09351942274305561,0.16967773437499994,0.18091574778348657,0.08118671954731155,0.0938036369696604,0.04799161717524849,0.300459761186041,0.06357498058607888,0.10526044450931345,0.10899684657057726,0.18292173098631298,0.10985962659121823,1.2213184645928765,0.06443105457148818,1.0946760466618239e-05,0.0004736307633271166,benign
1025.jpg,0.07127549913194445,0.08538140190972222,0.10057237413194443,0.15096028645833334,0.19605848524305558,0.15563964843749994,0.08090549045138894,0.07141113281249997,0.06903754340277782,0.1298692491319444,0.23868177821689057,0.23853936325004169,0.15886375612911832,0.06596430534982585,0.11573798973875753,0.10180310361936777,0.21426757829642198,0.1119223957838055,0.23868177821689057,0.23868177821689057,1.4017222845611998,0.05438381598793786,0.00034038283309661076,0.00033153330912296785,benign
1029.jpg,0.1052517361111111,0.09318033854166667,0.07846408420138888,0.11467827690972224,0.17327202690972224,0.12186686197916662,0.07554796006944449,0.08497450086805552,0.0938585069444445,0.1700168185763888,0.21823539740760187,0.17260282667713742,0.21823539740760187,0.14682118089783158,0.19321710462747102,0.13333882008499112,0.09718809995406105,0.09582098278185175,0.11306706397168217,0.21823539740760187,1.1484840015014661,0.09239913460805965,0.00016736421319929256,0.00012299756901143158,benign
1033.jpg,0.13427734375,0.1150173611111111,0.07147894965277776,0.07927788628472222,0.09060329861111112,0.09189181857638885,0.0733778211805556,0.10748969184027773,0.1265462239583334,0.22115071614583326,0.18265254065218223,0.11971491204370091,0.09937565712493025,0.1914618770621874,0.1882902143287676,0.11180582263967614,0.1749201972516735,0.168445175640831,0.20463785876755278,0.19703727250921335,1.3116726865900716,0.03462552941639825,0.00010481841323983104,0.00015789297280200515,benign
1034.jpg,0.06401909722222222,0.07581922743055555,0.10647243923611109,0.17469618055555558,0.19673665364583334,0.1542154947916666,0.09243435329861116,0.06910536024305552,0.06110297309027781,0.11650933159722218,0.1820749920350983,0.12454663034391887,0.0985578885447036,0.07357242838309475,0.16280994696752665,0.07360756467312288,0.08217715827135233,0.13389579785449354,0.12330344805112124,0.20938569500444223,1.2974638247714902,0.017782109369555307,-0.00011119679069816475,0.00015354877540063415,benign
1042.jpg,0.08870442708333333,0.10016547309027778,0.09223090277777776,0.1242404513888889,0.15462239583333334,0.12946234809027773,0.0926378038194445,0.09168836805555552,0.08097330729166671,0.1563856336805555,0.20490759024328403,0.16834014065466088,0.15081809547959674,0.18022295096138738,0.20913414076807274,0.20913414076807274,0.20449223840988834,0.18795401698635078,0.20913414076807274,0.20913414076807274,1.0498180539846818,0.02205590728616365,0.0003754637572607333,0.00012165753479889429,benign
1044.jpg,0.08368598090277778,0.08761935763888888,0.09697808159722221,0.14112684461805558,0.16811794704861113,0.14404296874999994,0.09304470486111116,0.07982042100694442,0.07602267795138894,0.14065212673611105,0.20837459699799843,0.09780500043679771,0.08590606672350816,0.11556996162813643,0.15175020607882553,0.18738711617544884,0.152386278728003,0.1985835468503483,0.11716743520719719,0.20837459699799843,1.228279127353092,0.03212273176794695,0.0001844343910256044,0.00012028964836291694,benign
105.jpg,0.08070203993055555,0.0860595703125,0.09813096788194443,0.14607747395833334,0.18778483072916669,0.13760036892361105,0.08511013454861116,0.07900661892361108,0.0727674696180556,0.13787163628472215,0.21479139924701912,0.19915863818678678,0.21479139924701912,0.19563117981614458,0.13983058300192913,0.053159119812467646,0.0803612120734094,0.10169847226258358,0.15717191541687148,0.20540413752501654,1.438890278410042,0.033154035995691195,-0.00028269746838641775,0.00032961541211685546,benign
